FileId,Sequence No,Time,,,EARFCN (0),RSSI (0),R0 RSRP (0),R0 RSRQ (0),R0 RS CINR (0),Cell ID (0)
10000000,76034,27:34.0,,,2200,-67.41,-89,-11.06,7.02,237
10000000,76035,27:34.5,,,2200,-66.36,-85.22,-9.61,17.89,237
10000000,76036,27:35.0,,,2200,-68.62,-89.41,-10.84,7.39,237
10000000,76037,27:35.5,,,2200,-76.02,-95.34,-11.63,5.74,237
10000000,76038,27:36.0,,,2200,-74.8,-92.86,-8.95,7.35,237
10000000,76039,27:36.5,,,2200,-71.66,-88.35,-8.53,8.13,237
10000000,76040,27:37.0,,,2200,-76.42,-94.6,-11.25,0.6,242
10000000,76041,27:37.5,,,2200,-64.81,-85.37,-11.03,11.57,237
10000000,76042,27:38.0,,,2200,-64.57,-86.15,-11.3,12.06,237
10000000,76043,27:38.5,,,2200,-70.25,-91.58,-12.44,4.67,237
10000000,76044,27:39.0,,,2200,-68.6,-87.66,-10.96,8.29,237
10000000,76045,27:39.5,,,2200,-67.92,-91.8,-13.39,2.21,237
10000000,76046,27:40.0,,,2200,-67.96,-91.73,-12.62,2.81,237
10000000,76047,27:40.5,,,2200,-65.17,-86.87,-11.24,9.76,237
10000000,76048,27:41.0,,,2200,-69.6,-86.41,-9.09,10.48,237
10000000,76049,27:41.5,,,2200,-67.24,-87.61,-11.4,2.62,237
10000000,76050,27:42.0,,,2200,-66.61,-88.24,-11.22,3.68,237
10000000,76051,27:42.5,,,2200,-67.54,-89.33,-12.16,3.03,237
10000000,76052,27:43.0,,,2200,-64.04,-87.66,-12.61,7.42,237
10000000,76053,27:43.5,,,2200,-65.6,-87.54,-12.15,9.83,237
10000000,76054,27:44.0,,,2200,-66.67,-88.42,-11.12,9.09,237
10000000,76055,27:44.5,,,2200,-72.63,-88.39,-8.54,7.64,237
10000000,76056,27:45.0,,,2200,-65.54,-87.63,-11.59,5.06,237
10000000,76057,27:45.5,,,2200,-67.34,-88.21,-12.43,5.8,237
10000000,76058,27:46.0,,,2200,-67.26,-88.27,-12,6.89,237
10000000,76059,27:46.5,,,2200,-69.3,-88.82,-10.65,7.81,237
10000000,76060,27:47.0,,,2200,-66.32,-88.68,-12.61,4.32,237
10000000,76061,27:47.5,,,2200,-71.86,-88.08,-11.17,7.21,237
10000000,76062,27:48.0,,,2200,-67.26,-88.02,-12.07,6.46,237
10000000,76063,27:48.5,,,2200,-66.42,-88.45,-11.88,6.5,237
10000000,76064,27:49.0,,,2200,-68.11,-89.39,-11.73,6.75,237
10000000,76065,27:49.5,,,2200,-73.14,-89.56,-10.01,9.18,237
10000000,76066,27:50.0,,,2200,-69.97,-90.07,-10.93,5.81,237
10000000,76067,27:50.5,,,2200,-70.63,-88.54,-10.17,2.97,237
10000000,76068,27:51.0,,,2200,-69.58,-88.36,-10.95,4.06,237
10000000,76069,27:51.5,,,2200,-68.5,-87.39,-11.12,5.23,237
10000000,76070,27:52.0,,,2200,-67.31,-87.05,-10.54,5.7,237
10000000,76071,27:52.5,,,2200,-65.07,-87.35,-12.38,5.07,237
10000000,76072,27:53.0,,,2200,-66.85,-88.29,-11.85,4.66,237
10000000,76073,27:53.5,,,2200,-69.01,-87.4,-10.06,8.43,237
10000000,76074,27:54.0,,,2200,-63.69,-83.06,-10.66,15.58,237
10000000,76075,27:54.5,,,2200,-68.91,-90.06,-11.44,8.64,237
10000000,76076,27:55.0,,,2200,-67.14,-88.94,-10.54,17.41,237
10000000,76077,27:55.5,,,2200,-71.95,-93.66,-12.74,2.13,237
10000000,76078,27:56.0,,,2200,-74.45,-97.09,-13.92,3.08,237
10000000,76079,27:56.5,,,2200,-72.66,-89.04,-8.79,9.93,237
10000000,76080,27:57.0,,,2200,-74.52,-93.02,-10.97,10.68,237
10000000,76081,27:57.5,,,2200,-74.16,-97.61,-12.93,-0.4,242
10000000,76082,27:58.0,,,2200,-67.53,-89.92,-12.91,4.03,237
10000000,76083,27:58.5,,,2200,-69.67,-94.22,-14.39,1.85,242
10000000,76084,27:59.0,,,2200,-75.13,-93.22,-10.86,5.57,237
10000000,76085,27:59.5,,,2200,-73.7,-97.13,-13.17,4.67,237
10000000,76086,28:00.0,,,2200,-70.34,-86.89,-10.21,11.46,237
10000000,76087,28:00.5,,,2200,-71.88,-88.4,-9.46,12.37,237
10000000,76088,28:01.0,,,2200,-69.44,-91.34,-12.16,9.34,237
10000000,76089,28:01.5,,,2200,-67.58,-86.15,-11.18,19.19,237
10000000,76090,28:02.0,,,2200,-71.83,-96.55,-13.96,2.96,237
10000000,76091,28:02.5,,,2200,-69.72,-92.48,-13.23,10.96,237
10000000,76092,28:03.0,,,2200,-59.75,-80.34,-11.38,19.92,237
10000000,76093,28:03.5,,,2200,-61.83,-82.53,-10.22,18.35,237
10000000,76094,28:04.0,,,2200,-70.83,-84.72,-8.45,13.87,237
10000000,76095,28:04.5,,,2200,-67,-85.28,-10.69,14.39,237
10000000,76096,28:05.0,,,2200,-62.01,-81.69,-11.48,13.07,237
10000000,76097,28:05.5,,,2200,-57.01,-80.91,-12.55,14.38,237
10000000,76098,28:06.0,,,2200,-57.84,-78.28,-11.23,13.03,237
10000000,76099,28:06.5,,,2200,-61.45,-79,-8.64,14.9,237
10000000,76100,28:07.0,,,2200,-56.92,-77.65,-12.77,17.41,237
10000000,76101,28:07.5,,,2200,-58.66,-80.25,-11.67,16.96,237
10000000,76102,28:08.0,,,2200,-64.53,-81.15,-9.91,21.28,237
10000000,76103,28:08.5,,,2200,-67.9,-84.87,-9.2,17.18,237
10000000,76104,28:09.0,,,2200,-64.49,-83.68,-10.24,16.38,237
10000000,76105,28:09.5,,,2200,-62.85,-83.01,-9.77,14.63,237
10000000,76106,28:10.0,,,2200,-63.1,-83.05,-10.03,13.77,237
10000000,76107,28:10.5,,,2200,-61.34,-83.76,-10.58,16.45,237
